model,threshold,acc,sens,spec,cap_flagged_out,cap_risk_total
GLM,0.7500000000000001,0.8134453781512605,0.6221928665785997,0.9542801556420234,76843779.61111067,50971431.09051144
GLM,0.76,0.8095238095238095,0.6116248348745046,0.9552529182879378,77783638.05555512,50971431.09051144
GLM,0.77,0.8084033613445378,0.607661822985469,0.9562256809338522,78124903.94444402,50971431.09051144
GLM,0.78,0.8072829131652661,0.6036988110964333,0.9571984435797666,78366763.77777736,50971431.09051144
GLM,0.79,0.8050420168067227,0.5970937912813739,0.958171206225681,78625902.61111069,50971431.09051144
GLM,0.8,0.803921568627451,0.5904887714663144,0.9610894941634242,79219615.05555514,50971431.09051144
GLM,0.81,0.8011204481792717,0.583883751651255,0.9610894941634242,79539454.49999958,50971431.09051144
GLM,0.8200000000000001,0.7983193277310925,0.5759577278731837,0.9620622568093385,79955725.61111058,50971431.09051144
GLM,0.8300000000000001,0.7955182072829131,0.5680317040951123,0.9630350194552529,80421795.16666614,50971431.09051144
GLM,0.8400000000000001,0.7938375350140056,0.5640686922060766,0.9630350194552529,80586254.94444391,50971431.09051144
GLM,0.8500000000000001,0.7876750700280112,0.5495376486129459,0.9630350194552529,81244269.99999946,50971431.09051144
GLM,0.8600000000000001,0.7843137254901961,0.5402906208718626,0.9640077821011673,82794230.3888882,50971431.09051144
GLM,0.8700000000000001,0.7820728291316527,0.535006605019815,0.9640077821011673,83138304.05555484,50971431.09051144
GLM,0.8800000000000001,0.7781512605042017,0.5257595772787318,0.9640077821011673,83458987.49999928,50971431.09051144
GLM,0.89,0.7753501400560224,0.5191545574636723,0.9640077821011673,83885469.38888818,50971431.09051144
GLM,0.9,0.7736694677871149,0.512549537648613,0.9659533073929961,85427438.77777702,50971431.09051144
GLM,0.91,0.7714285714285715,0.5046235138705416,0.9678988326848249,85889183.77777697,50971431.09051144
GLM,0.92,0.7658263305322129,0.4914134742404227,0.9678988326848249,86448350.22222145,50971431.09051144
GLM,0.93,0.7635854341736694,0.4848084544253633,0.9688715953307393,86815820.38888812,50971431.09051144
GLM,0.9400000000000001,0.7607843137254902,0.47688243064729197,0.9698443579766537,87380162.55555484,50971431.09051144
GLM,0.95,0.7551820728291316,0.46367239101717306,0.9698443579766537,88402326.22222176,50971431.09051144
RF,0.05,0.7708683473389356,0.964332892998679,0.6284046692607004,9077376.05555552,51045692.0415061
RF,0.060000000000000005,0.7837535014005602,0.9616908850726552,0.6527237354085603,9893184.277777763,51045692.0415061
RF,0.07,0.7983193277310925,0.9577278731836195,0.6809338521400778,11359678.277777798,51045692.0415061
RF,0.08,0.8112044817927171,0.9577278731836195,0.703307392996109,13689275.722222293,51045692.0415061
RF,0.09,0.8179271708683473,0.9550858652575958,0.7169260700389105,16669354.05555557,51045692.0415061
RF,0.1,0.8280112044817927,0.9537648612945839,0.7354085603112841,19529386.944444362,51045692.0415061
RF,0.11,0.8364145658263306,0.9498018494055482,0.7529182879377432,21479203.666666523,51045692.0415061
RF,0.12000000000000001,0.8448179271708683,0.9431968295904888,0.7723735408560312,24823943.166666534,51045692.0415061
RF,0.13,0.8481792717086835,0.9379128137384413,0.7821011673151751,26094263.9444443,51045692.0415061
RF,0.14,0.849859943977591,0.9339498018494056,0.7879377431906615,26554171.555555414,51045692.0415061
RF,0.15000000000000002,0.8543417366946778,0.9326287978863936,0.796692607003891,28023718.388888758,51045692.0415061
RF,0.16,0.8582633053221288,0.9313077939233818,0.8044747081712063,30609627.944444332,51045692.0415061
RF,0.16999999999999998,0.8610644257703082,0.9313077939233818,0.8093385214007782,30972544.888888776,51045692.0415061
RF,0.18,0.8649859943977591,0.9313077939233818,0.816147859922179,31647350.111111,51045692.0415061
RF,0.19,0.869467787114846,0.9299867899603699,0.8249027237354085,36030190.88888889,51045692.0415061
RF,0.2,0.8700280112044818,0.9299867899603699,0.8258754863813229,36085905.277777776,51045692.0415061
RF,0.21000000000000002,0.8756302521008403,0.9273447820343461,0.8375486381322957,37407665.0000001,51045692.0415061
RF,0.22000000000000003,0.8750700280112045,0.9233817701453104,0.8394941634241245,37603142.05555562,51045692.0415061
RF,0.22999999999999998,0.8750700280112045,0.9220607661822986,0.8404669260700389,37653512.444444545,51045692.0415061
RF,0.24,0.8773109243697479,0.9220607661822986,0.8443579766536965,37788137.833333515,51045692.0415061
RF,0.25,0.8773109243697479,0.9220607661822986,0.8443579766536965,37788137.833333515,51045692.0415061
RF,0.26,0.8795518207282913,0.9220607661822986,0.8482490272373541,37926440.277778,51045692.0415061
RF,0.27,0.8784313725490196,0.9194187582562747,0.8482490272373541,38221162.388889134,51045692.0415061
RF,0.28,0.8795518207282913,0.9194187582562747,0.8501945525291829,39327205.50000025,51045692.0415061
RF,0.29,0.8789915966386554,0.9180977542932629,0.8501945525291829,39339705.50000025,51045692.0415061
RF,0.3,0.8789915966386554,0.9180977542932629,0.8501945525291829,39339705.50000025,51045692.0415061
RF,0.31,0.8789915966386554,0.916776750330251,0.85116731517509725,39444612.27777803,51045692.0415061
RF,0.32,0.880672268907563,0.916776750330251,0.8540856031128404,39534294.22222247,51045692.0415061
RF,0.33,0.880672268907563,0.916776750330251,0.8540856031128404,39534294.22222247,51045692.0415061
RF,0.33999999999999997,0.8801120448179272,0.9141347424042272,0.8550583657587548,39650081.27777803,51045692.0415061
RF,0.35,0.8795518207282913,0.9101717305151915,0.8570038910505836,41146951.00000033,51045692.0415061
RF,0.36,0.880672268907563,0.9101717305151915,0.8589494163424124,41446812.27777813,51045692.0415061
RF,0.37,0.8812324929971989,0.9062087186261559,0.8628404669260701,41868082.16666706,51045692.0415061
RF,0.38,0.8812324929971989,0.904887714663144,0.8638132295719845,41967137.944444835,51045692.0415061
RF,0.39,0.880672268907563,0.9022457067371202,0.8647859922178989,42856390.166667074,51045692.0415061
RF,0.4,0.8817927170868347,0.9022457067371202,0.8667315175097277,43305371.66666704,51045692.0415061
RF,0.41,0.8829131652661064,0.9022457067371202,0.8686770428015564,44182536.500000335,51045692.0415061
RF,0.42,0.8834733893557423,0.9009247027741083,0.8706225680933852,45036147.611111425,51045692.0415061
RF,0.43,0.8862745098039215,0.8996036988110965,0.8764591439688716,45670192.00000031,51045692.0415061
RF,0.44,0.8873949579831932,0.8943196829590488,0.882295719844358,46844038.55555588,51045692.0415061
RF,0.45,0.8901960784313725,0.892998678996037,0.8881322957198443,47985372.777778104,51045692.0415061
RF,0.46,0.8901960784313725,0.8916776750330251,0.8891050583657587,48074764.277778104,51045692.0415061
RF,0.47,0.8901960784313725,0.8903566710700133,0.8900778210116731,48921586.94444477,51045692.0415061
RF,0.48,0.8913165266106443,0.8903566710700133,0.892023346303502,49181917.05555587,51045692.0415061
RF,0.49,0.892436974789916,0.8903566710700133,0.8939688715953308,49244139.2777781,51045692.0415061
RF,0.5,0.8946778711484594,0.8890356671070013,0.89883268482490275,49677999.33333364,51045692.0415061
RF,0.51,0.8941176470588236,0.8877146631439894,0.89883268482490275,49757421.22222253,51045692.0415061
RF,0.52,0.892436974789916,0.8824306472919419,0.8998054474708171,50787500.72222253,51045692.0415061
RF,0.53,0.8941176470588236,0.8811096433289299,0.9036964980544747,51605352.44444474,51045692.0415061
RF,0.54,0.8935574229691877,0.8797886393659181,0.9036964980544747,51665015.05555585,51045692.0415061
RF,0.55,0.8946778711484594,0.8784676354029062,0.9066147859922179,52368579.94444474,51045692.0415061
RF,0.56,0.8969187675070028,0.8784676354029062,0.9105058365758755,52882254.388889186,51045692.0415061
RF,0.5700000000000001,0.896358543417367,0.8771466314398944,0.9105058365758755,52942819.44444474,51045692.0415061
RF,0.5800000000000001,0.8969187675070028,0.8771466314398944,0.9114785992217899,52954578.66666696,51045692.0415061
RF,0.5900000000000001,0.8969187675070028,0.8731836195508587,0.914396887159533,53909821.77777808,51045692.0415061
RF,0.6000000000000001,0.8957983193277311,0.8705416116248349,0.914396887159533,53997792.77777808,51045692.0415061
RF,0.6100000000000001,0.8952380952380953,0.8678996036988111,0.9153696498054474,54364962.05555586,51045692.0415061
RF,0.6200000000000001,0.8969187675070028,0.8678996036988111,0.9182879377431906,54597373.88888919,51045692.0415061
RF,0.63,0.8952380952380953,0.8626155878467635,0.919260700389105,55185061.16666697,51045692.0415061
RF,0.64,0.8952380952380953,0.8586525759577279,0.9221789883268483,56082789.77777808,51045692.0415061
RF,0.65,0.896358543417367,0.8586525759577279,0.9241245136186771,56168576.83333364,51045692.0415061
RF,0.66,0.896358543417367,0.85601056803170406,0.9260700389105059,56275505.83333364,51045692.0415061
RF,0.67,0.8946778711484594,0.8467635402906208,0.9299610894941635,56949780.33333365,51045692.0415061
RF,0.68,0.8918767507002802,0.8401585204755614,0.9299610894941635,57216132.27777809,51045692.0415061
RF,0.6900000000000001,0.8918767507002802,0.8388375165125496,0.9309338521400778,58330813.44444473,51045692.0415061
RF,0.7000000000000001,0.8890756302521008,0.82959048877146635,0.9328793774319066,59090705.00000028,51045692.0415061
RF,0.7100000000000001,0.8873949579831932,0.8229854689564069,0.9348249027237354,59336653.88888917,51045692.0415061
RF,0.7200000000000001,0.8879551820728291,0.8190224570673712,0.938715953307393,60464344.38888923,51045692.0415061
RF,0.7300000000000001,0.8879551820728291,0.8163804491413474,0.9406614785992218,60726682.166667014,51045692.0415061
RF,0.7400000000000001,0.8873949579831932,0.8124174372523117,0.9426070038910506,62344613.33333368,51045692.0415061
RF,0.7500000000000001,0.8857142857142857,0.8071334214002642,0.943579766536965,62570296.44444478,51045692.0415061
RF,0.76,0.8868347338935574,0.8031704095112285,0.9484435797665369,62958974.38888923,51045692.0415061
RF,0.77,0.8857142857142857,0.7965653896961691,0.9513618677042801,64918643.83333368,51045692.0415061
RF,0.78,0.8857142857142857,0.7952443857331571,0.9523346303501945,65328088.27777813,51045692.0415061
RF,0.79,0.884593837535014,0.7886393659180978,0.9552529182879378,66398929.9444448,51045692.0415061
RF,0.8,0.884593837535014,0.7859973579920739,0.9571984435797666,68112287.77777812,51045692.0415061
RF,0.81,0.884593837535014,0.7833553500660502,0.9591439688715954,68421368.00000028,51045692.0415061
RF,0.8200000000000001,0.8801120448179272,0.7714663143989432,0.9601167315175098,69493142.61111133,51045692.0415061
RF,0.8300000000000001,0.8778711484593837,0.7635402906208718,0.9620622568093385,70134241.50000007,51045692.0415061
RF,0.8400000000000001,0.8773109243697479,0.7595772787318362,0.9640077821011673,71203594.72222213,51045692.0415061
RF,0.8500000000000001,0.8761904761904762,0.7556142668428005,0.9649805447470817,71734150.44444428,51045692.0415061
RF,0.8600000000000001,0.8728291316526611,0.7476882430647291,0.9649805447470817,72699047.99999988,51045692.0415061
RF,0.8700000000000001,0.8717086834733894,0.7424042272126816,0.9669260700389105,73704775.27777755,51045692.0415061
RF,0.8800000000000001,0.8689075630252101,0.7357992073976222,0.9669260700389105,74981380.05555518,51045692.0415061
RF,0.89,0.8672268907563025,0.7305151915455746,0.9678988326848249,75578906.33333294,51045692.0415061
RF,0.9,0.8638655462184874,0.7225891677675033,0.9678988326848249,76246390.33333287,51045692.0415061
RF,0.91,0.8532212885154061,0.6974900924702774,0.9678988326848249,78726360.44444399,51045692.0415061
RF,0.92,0.8420168067226891,0.6684280052840158,0.9698443579766537,82320658.99999928,51045692.0415061
RF,0.93,0.8302521008403362,0.6393659180977543,0.9708171206225681,86191452.22222139,51045692.0415061
RF,0.9400000000000001,0.8162464985994398,0.6063408190224571,0.9708171206225681,91284000.99999931,51045692.0415061
RF,0.95,0.8005602240896359,0.5653896961690885,0.9737354085603113,95418223.94444384,51045692.0415061
